0.000460052 0 0
0.00179444 0 0
0.00312882 0 0
0.00446321 0 0
0.00579759 0 0
0.00713198 0 0
0.00846636 0 0
0.00980075 0 0
0.0111351 4499.99 102.182
0.0124695 3762.52 69.9588
0.0138039 3242.97 33.695
0.0151383 2936.37 35.6812
0.0164727 2692.07 26.2024
0.0178071 2501.91 16.028
0.0191414 2389.54 13.2107
0.0204758 2300.62 11.8788
0.0218102 2229.36 9.97471
0.0231446 2185.79 12.0421
0.024479 2154.67 10.7392
0.0258134 2106.1 10.8234
0.0271478 2085.06 11.5185
0.0284821 2052.22 9.35849
0.0298165 2062.01 9.43511
0.0311509 2043.18 8.67034
0.0324853 2023.99 8.6061
0.0338197 2004.64 7.82076
0.0351541 1993.73 8.76485
0.0364885 1986.91 6.91321
0.0378228 1984.63 6.90865
0.0391572 1994.64 6.72931
0.0404916 1985.87 6.20453
0.041826 1985.18 6.5126
0.0431604 1969.69 7.34001
0.0444948 1953.34 6.09287
0.0458291 1949.31 6.4751
0.0471635 1942.55 6.11494
0.0484979 1958.75 6.72319
0.0498323 1947.49 6.63965
0.0511667 1938.87 5.77644
0.0525011 1949.34 6.33471
0.0538355 1939.59 6.10343
0.0551698 1943.25 6.19197
0.0565042 1924.55 6.43854
0.0578386 1932.03 6.06906
0.059173 1937.95 6.28658
0.0605074 1954.02 6.1805
0.0618418 1934.49 5.32606
0.0631762 1935.44 5.01549
0.0645105 1942.69 5.36238
0.0658449 1927.74 5.28247
0.0671793 1922.07 5.07637
0.0685137 1921.33 4.89721
0.0698481 1923.12 4.6714
0.0711825 1931.77 5.27032
0.0725169 1934.45 4.98445
0.0738512 1921.25 5.24703
0.0751856 1924.53 5.34422
0.07652 1930.52 5.42141
0.0778544 1914.54 5.238
0.0791888 1916.5 4.73716
0.0805232 1916.69 4.51168
0.0818575 1923.68 4.6841
0.0831919 1924.77 4.68013
0.0845263 1924.49 4.60725
0.0858607 1915.34 3.9481
0.0871951 1927.39 4.42609
0.0885295 1932.93 4.06835
0.0898639 1926.29 4.43862
0.0911982 1923.18 4.45008
0.0925326 1920.37 4.21807
0.093867 1921.79 4.22113
0.0952014 1922.34 4.31114
0.0965358 1920.7 4.54354
0.0978702 1915.14 4.21811
0.0992045 1916.65 3.70726
0.100539 1922.55 4.20991
0.101873 1922.23 4.53669
0.103208 1921.44 4.55392
