0.000460052 0 0
0.00179444 0 0
0.00312882 0 0
0.00446321 0 0
0.00579759 0 0
0.00713198 0 0
0.00846636 0 0
0.00980075 0 0
0.0111351 4466.36 93.9862
0.0124695 3582.02 63.488
0.0138039 3085.17 35.0815
0.0151383 2766.66 25.8951
0.0164727 2542.08 18.9982
0.0178071 2377.94 16.3525
0.0191414 2289.64 14.9289
0.0204758 2194.75 12.7739
0.0218102 2135.84 10.3142
0.0231446 2054.14 9.92877
0.024479 2037.15 9.79026
0.0258134 2006.66 10.001
0.0271478 1975.79 9.86184
0.0284821 1957.6 8.15341
0.0298165 1939.08 8.40187
0.0311509 1926.76 7.60757
0.0324853 1907.98 9.10529
0.0338197 1881.33 7.62591
0.0351541 1878.26 8.51848
0.0364885 1879.61 6.02644
0.0378228 1882.88 7.25518
0.0391572 1867.06 6.48218
0.0404916 1875.58 6.33788
0.041826 1876.95 6.45325
0.0431604 1850.14 6.24237
0.0444948 1859.62 5.98252
0.0458291 1861.29 6.29464
0.0471635 1845.93 6.52806
0.0484979 1859.07 6.01809
0.0498323 1859.78 5.09325
0.0511667 1843.49 5.71857
0.0525011 1841.21 5.91665
0.0538355 1828.09 6.29733
0.0551698 1820.64 6.35594
0.0565042 1830.17 6.02519
0.0578386 1835.93 5.95756
0.059173 1829.53 5.12867
0.0605074 1820.8 5.7242
0.0618418 1818.69 5.62703
0.0631762 1831.56 5.47039
0.0645105 1842.89 5.33388
0.0658449 1831.32 4.52538
0.0671793 1820.46 5.10263
0.0685137 1822.09 5.10516
0.0698481 1815.05 4.38579
0.0711825 1818.31 4.6111
0.0725169 1830.89 5.05958
0.0738512 1831.28 4.96337
0.0751856 1825.44 5.40995
0.07652 1827.53 5.19609
0.0778544 1815.25 5.14197
0.0791888 1808.31 4.72329
0.0805232 1817.57 5.13846
0.0818575 1821.82 4.34824
0.0831919 1817.53 4.47179
0.0845263 1811.78 4.43122
0.0858607 1811.68 4.23467
0.0871951 1819.01 4.18289
0.0885295 1824.13 4.10053
0.0898639 1818.62 4.34367
0.0911982 1808.58 4.11906
0.0925326 1806.58 4.08553
0.093867 1811.18 4.18429
0.0952014 1812.52 4.26807
0.0965358 1814.12 4.2923
0.0978702 1813.25 4.18644
0.0992045 1805.75 4.48937
0.100539 1820.64 4.12143
0.101873 1823.27 3.8735
0.103208 1812.94 4.08093
