0.000460052 0 0
0.00179444 0 0
0.00312882 0 0
0.00446321 0 0
0.00579759 0 0
0.00713198 0 0
0.00846636 0 0
0.00980075 0 0
0.0111351 10967.9 200.687
0.0124695 10641.7 80.232
0.0138039 10485.1 55.8289
0.0151383 10389.7 66.7373
0.0164727 10177.8 54.8527
0.0178071 9921.11 37.2471
0.0191414 9725.02 26.6047
0.0204758 9511.3 29.5446
0.0218102 9345.6 29.1227
0.0231446 9093 26.2149
0.024479 8840.08 26.2565
0.0258134 8603.82 30.8462
0.0271478 8360.77 27.0897
0.0284821 8145.66 26.9867
0.0298165 7925.39 26.5033
0.0311509 7663.86 25.3084
0.0324853 7414.18 22.8249
0.0338197 7150.15 21.993
0.0351541 6905.83 22.0892
0.0364885 6690.45 20.1004
0.0378228 6443.84 21.2383
0.0391572 6247.65 20.7363
0.0404916 5995.33 17.9642
0.041826 5761.5 17.8867
0.0431604 5598.58 16.7208
0.0444948 5402.3 14.4932
0.0458291 5188.72 14.5811
0.0471635 4990.95 16.2235
0.0484979 4804.32 15.7476
0.0498323 4641.07 14.4406
0.0511667 4458.71 13.94
0.0525011 4303.49 15.4901
0.0538355 4146.87 12.7764
0.0551698 4002.49 12.3453
0.0565042 3879.26 11.8828
0.0578386 3764.49 11.742
0.059173 3630.7 11.4927
0.0605074 3501.62 9.95516
0.0618418 3386.44 9.80116
0.0631762 3271.47 8.61199
0.0645105 3190.74 9.53833
0.0658449 3116 9.74217
0.0671793 3014.89 9.65535
0.0685137 2940.11 8.44674
0.0698481 2868.36 7.64783
0.0711825 2795.45 8.41958
0.0725169 2715.62 8.16537
0.0738512 2664.24 8.15324
0.0751856 2606.19 8.84058
0.07652 2535.46 7.72137
0.0778544 2478 8.56266
0.0791888 2433.01 8.0969
0.0805232 2395.37 7.71458
0.0818575 2365.17 6.90847
0.0831919 2314.13 7.16309
0.0845263 2256.33 7.496
0.0858607 2214.92 6.80492
0.0871951 2184.04 7.22416
0.0885295 2149.53 6.27371
0.0898639 2114.49 6.61763
0.0911982 2080.19 6.97667
0.0925326 2043.86 6.71592
0.093867 2016.65 6.39321
0.0952014 1984.27 6.6395
0.0965358 1961.15 6.02188
0.0978702 1932.34 5.94354
0.0992045 1909.36 6.6035
0.100539 1870.05 5.9627
0.101873 1852.77 5.80201
0.103208 1830.51 6.1278
0.104542 1802.57 5.87528
