0.000460052 0 0
0.00179444 0 0
0.00312882 0 0
0.00446321 0 0
0.00579759 0 0
0.00713198 0 0
0.00846636 0 0
0.00980075 0 0
0.0111351 6361.13 135.216
0.0124695 6402.23 75.8715
0.0138039 6420.5 65.3396
0.0151383 6369.83 39.1551
0.0164727 6278.19 39.9393
0.0178071 6163.27 36.7713
0.0191414 6026.95 29.4219
0.0204758 5919.74 24.2982
0.0218102 5849.77 23.947
0.0231446 5788.58 22.7056
0.024479 5654.59 23.87
0.0258134 5512.8 23.2144
0.0271478 5411.12 21.6739
0.0284821 5272.67 19.5993
0.0298165 5188.53 22.5557
0.0311509 5014.28 18.409
0.0324853 4864.12 18.8103
0.0338197 4759.06 15.151
0.0351541 4627.52 17.4229
0.0364885 4523.67 15.3824
0.0378228 4372.28 12.7582
0.0391572 4241.37 13.9782
0.0404916 4101.83 13.2863
0.041826 4008.06 14.6799
0.0431604 3900.9 13.3358
0.0444948 3771.01 12.248
0.0458291 3625.94 12.0924
0.0471635 3533.05 12.6822
0.0484979 3422.93 11.9302
0.0498323 3288.93 10.8282
0.0511667 3173.55 10.6752
0.0525011 3100.65 12.1286
0.0538355 2960.55 11.197
0.0551698 2842.36 10.4828
0.0565042 2768.57 10.0924
0.0578386 2684.05 11.5087
0.059173 2571.1 9.5495
0.0605074 2465.35 9.40046
0.0618418 2372.37 9.61582
0.0631762 2296.61 8.78625
0.0645105 2211.57 8.99182
0.0658449 2137.45 8.48149
0.0671793 2063.37 7.33044
0.0685137 2004.62 7.49646
0.0698481 1931.5 7.75244
0.0711825 1854.91 7.6134
0.0725169 1799.32 7.75075
0.0738512 1740.54 7.62178
0.0751856 1681.62 7.14241
0.07652 1621.91 7.72967
0.0778544 1594.63 7.07354
0.0791888 1543.06 6.56162
0.0805232 1497.6 7.01927
0.0818575 1444.51 6.82309
0.0831919 1399.7 6.78433
0.0845263 1358.85 6.71522
0.0858607 1342.63 5.78993
0.0871951 1308.96 5.87416
0.0885295 1266.67 6.07152
0.0898639 1224.97 6.14186
0.0911982 1196.61 5.67297
0.0925326 1179.63 5.52986
0.093867 1150.52 5.91367
0.0952014 1134.41 5.5947
0.0965358 1120.3 5.42375
0.0978702 1103.34 5.26763
0.0992045 1080.8 5.34561
0.100539 1060.86 5.45613
0.101873 1042.34 5.61604
0.103208 1032.96 5.36782
